customer_id,customer_name,segment,country,region,state,city,postal_code
SM-20950,Suzanne McNair,Corporate,United States,South,North Carolina,Greenville,27834.0
SN-20560,Skye Norling,Home Office,United States,West,California,Los Angeles,90008.0
SN-20710,Steve Nguyen,Home Office,United States,Central,Texas,Houston,77041.0
SO-20335,Sean O'Donnell,Consumer,United States,South,Florida,Fort Lauderdale,33311.0
SP-20545,Sibella Parks,Corporate,United States,East,New York,New York City,10011.0
SP-20620,Stefania Perrino,Corporate,United States,East,Pennsylvania,Philadelphia,19134.0
SP-20650,Stephanie Phelps,Corporate,United States,West,California,San Jose,95123.0
SP-20860,Sung Pak,Corporate,United States,East,Pennsylvania,Philadelphia,19143.0
SP-20920,Susan Pistek,Consumer,United States,West,California,Los Angeles,90036.0
SR-20425,Sharelle Roach,Home Office,United States,West,Colorado,Louisville,80027.0
SR-20740,Steven Roelle,Home Office,United States,East,New York,New York City,10024.0
SS-20140,Saphhira Shifley,Corporate,United States,East,Rhode Island,Warwick,2886.0
SS-20410,Shahid Shariari,Consumer,United States,West,California,Los Angeles,90008.0
SS-20515,Shirley Schmidt,Home Office,United States,South,Kentucky,Louisville,40214.0
SS-20590,Sonia Sunley,Consumer,United States,West,Washington,Seattle,98115.0
SS-20875,Sung Shariari,Consumer,United States,Central,Texas,Dallas,75220.0
ST-20530,Shui Tom,Consumer,United States,East,Ohio,Parma,44134.0
SU-20665,Stephanie Ulpright,Home Office,United States,South,Mississippi,Jackson,39212.0
SV-20365,Seth Vernon,Consumer,United States,East,Delaware,Dover,19901.0
SV-20785,Stewart Visinsky,Consumer,United States,West,Colorado,Pueblo,81001.0
SV-20815,Stuart Van,Corporate,United States,Central,Texas,Houston,77041.0
SV-20935,Susan Vittorini,Consumer,United States,East,New York,New York City,10009.0
SW-20245,Scot Wooten,Consumer,United States,West,California,Stockton,95207.0
SW-20275,Scott Williamson,Consumer,United States,South,Mississippi,Jackson,39212.0
SW-20350,Sean Wendt,Home Office,United States,Central,Michigan,Detroit,48227.0
SW-20455,Shaun Weien,Consumer,United States,South,Virginia,Suffolk,23434.0
SW-20755,Steven Ward,Corporate,United States,East,New York,New York City,10009.0
SZ-20035,Sam Zeldin,Home Office,United States,West,California,Pico Rivera,90660.0
TA-21385,Tom Ashbrook,Home Office,United States,East,New York,New York City,10024.0
TB-21055,Ted Butterfield,Consumer,United States,East,New York,Troy,12180.0
TB-21175,Thomas Boland,Corporate,United States,Central,Texas,Houston,77041.0
TB-21190,Thomas Brumley,Home Office,United States,South,Arkansas,Fayetteville,72701.0
TB-21250,Tim Brockman,Consumer,United States,East,New York,New York City,10024.0
TB-21280,Toby Braunhardt,Consumer,United States,East,District of Columbia,Washington,20016.0
TB-21355,Todd Boyes,Corporate,United States,East,New York,New York City,10009.0
TB-21400,Tom Boeckenhauer,Consumer,United States,West,Washington,Seattle,98105.0
TB-21520,Tracy Blumstein,Consumer,United States,East,Pennsylvania,Philadelphia,19140.0
TB-21595,Troy Blackwell,Consumer,United States,Central,Indiana,Columbus,47201.0
TB-21625,Trudy Brown,Consumer,United States,Central,Texas,Grand Prairie,75051.0
TC-20980,Tamara Chand,Corporate,United States,West,Washington,Seattle,98105.0
TC-21145,Theresa Coyne,Corporate,United States,East,New Jersey,Lakewood,8701.0
TC-21295,Toby Carlisle,Consumer,United States,West,California,San Diego,92024.0
TC-21475,Tony Chapman,Home Office,United States,South,Georgia,Columbus,31907.0
TC-21535,Tracy Collins,Home Office,United States,South,Virginia,Arlington,22204.0
TD-20995,Tamara Dahlen,Consumer,United States,East,Massachusetts,Lowell,1852.0
TG-21310,Toby Gnade,Consumer,United States,West,California,Los Angeles,90049.0
TG-21640,Trudy Glocke,Consumer,United States,West,California,Long Beach,90805.0
TH-21100,Thea Hendricks,Consumer,United States,West,California,Los Angeles,90045.0
TH-21115,Thea Hudgings,Corporate,United States,East,Pennsylvania,Philadelphia,19140.0
TH-21235,Tiffany House,Corporate,United States,Central,Texas,Dallas,75081.0
TH-21550,Tracy Hopkins,Home Office,United States,East,New York,New York City,10035.0
TM-21010,Tamara Manning,Consumer,United States,West,California,San Francisco,94122.0
TM-21490,Tony Molinari,Consumer,United States,Central,Oklahoma,Oklahoma City,73120.0
TN-21040,Tanja Norvell,Home Office,United States,West,Arizona,Phoenix,85023.0
TP-21130,Theone Pippenger,Consumer,United States,East,Pennsylvania,Philadelphia,19134.0
TP-21415,Tom Prescott,Consumer,United States,West,Washington,Seattle,98115.0
TP-21565,Tracy Poddar,Corporate,United States,West,Colorado,Aurora,80013.0
TR-21325,Toby Ritter,Consumer,United States,East,New Jersey,Belleville,7109.0
TS-21085,Thais Sissman,Consumer,United States,West,Arizona,Phoenix,85023.0
TS-21160,Theresa Swint,Corporate,United States,East,Ohio,Toledo,43615.0
TS-21205,Thomas Seio,Corporate,United States,East,New Jersey,Hackensack,7601.0
TS-21340,Toby Swindell,Consumer,United States,Central,Texas,Houston,77041.0
TS-21370,Todd Sumrall,Corporate,United States,East,New York,New York City,10035.0
TS-21430,Tom Stivers,Corporate,United States,West,California,Los Angeles,90045.0
TS-21505,Tony Sayre,Consumer,United States,South,Tennessee,Columbia,38401.0
TS-21610,Troy Staebel,Consumer,United States,West,Arizona,Phoenix,85023.0
TS-21655,Trudy Schmidt,Consumer,United States,Central,Wisconsin,Milwaukee,53209.0
TT-21070,Ted Trevino,Consumer,United States,West,California,Los Angeles,90045.0
TT-21220,Thomas Thornton,Consumer,United States,Central,Texas,Houston,77041.0
TT-21265,Tim Taslimi,Corporate,United States,West,California,Los Angeles,90045.0
TT-21460,Tonja Turnell,Home Office,United States,Central,Illinois,Aurora,60505.0
TW-21025,Tamara Willingham,Home Office,United States,West,Arizona,Scottsdale,85254.0
TZ-21580,Tracy Zic,Consumer,United States,West,Colorado,Louisville,80027.0
VB-21745,Victoria Brennan,Corporate,United States,South,Georgia,Columbus,31907.0
VD-21670,Valerie Dominguez,Consumer,United States,South,Tennessee,Columbia,38401.0
VF-21715,Vicky Freymann,Home Office,United States,Central,Indiana,Columbus,47201.0
VG-21790,Vivek Gonzalez,Consumer,United States,West,California,San Diego,92037.0
VG-21805,Vivek Grady,Corporate,United States,South,Virginia,Virginia Beach,23464.0
VM-21685,Valerie Mitchum,Home Office,United States,East,New Jersey,Westfield,7090.0
VM-21835,Vivian Mathis,Consumer,United States,East,Delaware,Newark,19711.0
VP-21730,Victor Preis,Home Office,United States,West,Nevada,Las Vegas,89115.0
VP-21760,Victoria Pisteka,Corporate,United States,West,California,San Francisco,94109.0
VS-21820,Vivek Sundaresam,Consumer,United States,West,California,Los Angeles,90036.0
VT-21700,Valerie Takahito,Home Office,United States,East,Pennsylvania,Philadelphia,19143.0
VW-21775,Victoria Wilson,Corporate,United States,East,Ohio,Medina,44256.0
WB-21850,William Brown,Consumer,United States,East,Pennsylvania,Philadelphia,19134.0
XP-21865,Xylona Preis,Consumer,United States,West,California,San Diego,92024.0
YC-21895,Yoseph Carroll,Corporate,United States,West,California,San Francisco,94110.0
YS-21880,Yana Sorensen,Corporate,United States,South,North Carolina,Burlington,27217.0
ZC-21910,Zuschuss Carroll,Consumer,United States,West,Oregon,Salem,97301.0
ZD-21925,Zuschuss Donatelli,Consumer,United States,West,California,San Francisco,94109.0
